IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.76.214.139,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,21 kB/s
47.76.29.115,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,20 kB/s
47.76.29.115,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,20 kB/s
8.210.39.96,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,17 kB/s
8.218.143.10,2052,false,HKG,Asia Pacific,Hong Kong,57 ms,17 kB/s
8.217.66.3,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,15 kB/s
8.217.72.0,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,12 kB/s
47.76.49.246,80,false,HKG,Asia Pacific,Hong Kong,63 ms,11 kB/s
47.76.26.26,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,10 kB/s
8.210.207.214,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,9 kB/s
47.76.29.115,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.218.174.118,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.237.92.26,2052,false,SIN,Asia Pacific,Singapore,280 ms,0 kB/s
47.237.8.82,8080,false,SIN,Asia Pacific,Singapore,273 ms,0 kB/s
47.76.33.40,8880,false,HKG,Asia Pacific,Hong Kong,74 ms,0 kB/s
8.218.126.53,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.37.57,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.37.57,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.238.40.58,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.238.40.58,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.218.11.90,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.76.49.246,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.76.33.40,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.238.6.102,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.238.6.58,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.33.40,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.218.18.132,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.29.115,2095,false,HKG,Asia Pacific,Hong Kong,79 ms,0 kB/s
8.218.204.128,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.204.128,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.242.234.127,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.218.243.95,80,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
8.217.72.0,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.242.59.216,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,0 kB/s
8.218.48.92,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.242.59.216,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
8.217.72.0,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.228.152,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.243.173.187,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.217.72.0,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.243.173.187,80,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.218.228.152,2086,false,HKG,Asia Pacific,Hong Kong,73 ms,0 kB/s
8.217.251.62,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.217.251.62,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
8.218.48.92,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.243.169.63,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
8.217.250.222,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
8.217.250.222,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
8.217.250.222,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.204.76,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
8.217.250.222,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,287 ms,0 kB/s
47.236.165.25,2052,false,SIN,Asia Pacific,Singapore,270 ms,0 kB/s
8.217.239.116,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.243.90.180,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.218.65.171,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
47.76.26.26,80,false,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.210.34.188,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.76.146.1,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.76.146.1,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.217.145.40,80,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.76.159.146,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.192.24,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.219.113.232,2082,false,SIN,Asia Pacific,Singapore,277 ms,0 kB/s
8.218.74.119,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
